word,countrycode,key_id
ambulance,NL,5922679611719680
ambulance,CO,5058688974848000
ambulance,CH,5357969644453888
ambulance,US,6249446142640128
ambulance,TW,5830891379097600
ambulance,US,5010827553800192
ambulance,US,5239510537338880
ambulance,US,5464524947718144
ambulance,GR,6361678839021568
ambulance,US,4824999053492224
ambulance,US,6413628817276928
ambulance,US,6309178266091520
ambulance,US,6004190008573952
ambulance,US,4824352388284416
ambulance,UA,6178911694094336
ambulance,US,5454344700821504
ambulance,US,4846277026119680
ambulance,US,6668180992819200
ambulance,US,5342639111012352
ambulance,NL,6681467188936704
ambulance,FR,6243682317500416
ambulance,FI,5609982772903936
ambulance,LT,5191735988715520
ambulance,CA,5013586772492288
ambulance,PL,5679510911451136
ambulance,GB,6086684162654208
ambulance,DE,4916534868705280
ambulance,US,4901585748492288
ambulance,AU,6229205924708352
ambulance,US,5834918196150272
ambulance,US,6572854785081344
ambulance,US,4824249715916800
ambulance,LV,4730363672788992
ambulance,US,4828195046031360
ambulance,NL,4725477124079616
ambulance,FR,5299595535974400
ambulance,IN,5702653742940160
ambulance,SE,5323785429319680
ambulance,US,5585545465954304
ambulance,DE,5095352011063296
ambulance,KR,4589021047029760
ambulance,US,4641454028750848
ambulance,GB,5964430133166080
ambulance,IT,5415891325943808
ambulance,US,5542371636805632
ambulance,PL,4966589793304576
ambulance,US,5754231145365504
ambulance,DE,5923207842365440
ambulance,PL,4552256617709568
ambulance,US,5094247332052992
ambulance,US,5649645659226112
ambulance,GB,5841216098795520
ambulance,US,5398329133367296
ambulance,PL,4521622859939840
ambulance,US,6724432900915200
ambulance,US,6623872013041664
ambulance,BG,5559487714820096
ambulance,US,4608166299959296
ambulance,US,4937231645016064
ambulance,US,6341580220792832
ambulance,GB,5069698972516352
ambulance,ES,5498383684861952
ambulance,US,6618131386597376
ambulance,US,6119377235607552
ambulance,US,5189459140149248
ambulance,TW,6185569698709504
ambulance,RU,5397752068440064
ambulance,US,5449675400282112
ambulance,US,4637881467404288
ambulance,AU,6415257331302400
ambulance,IE,5278583717101568
ambulance,CZ,4570379211243520
ambulance,SE,6113493973467136
ambulance,US,5381889546256384
ambulance,US,6255707231879168
ambulance,US,4614575515238400
ambulance,US,6289202427723776
ambulance,NO,6606691778953216
ambulance,US,4567075127296000
ambulance,US,4714374818168832
ambulance,US,5463466074701824
ambulance,US,6582238546231296
ambulance,GB,5933127895613440
ambulance,US,6679902818402304
ambulance,US,6080536239931392
ambulance,DK,6350631763705856
ambulance,MY,6579350113615872
ambulance,US,5248291568615424
ambulance,PH,5895657493626880
ambulance,DE,4819104542228480
ambulance,AU,6679613776330752
ambulance,GB,6128477470195712
ambulance,US,4661570179170304
ambulance,US,5038178849259520
ambulance,DE,6706119902756864
ambulance,US,4680984618336256
ambulance,DE,4830921142304768
ambulance,US,6652595462471680
ambulance,GB,4699605197389824
ambulance,HU,6337127447003136
ambulance,DE,6206223839920128
ambulance,CA,5648267243159552
ambulance,GB,6745244840230912
ambulance,DE,6243149200490496
ambulance,FR,4608488959377408
ambulance,KR,6145333585248256
ambulance,IN,5202715183415296
ambulance,IL,4782073137070080
ambulance,US,5931940819501056
ambulance,ZA,6431677645586432
ambulance,AR,5428867240034304
ambulance,GB,5934244935237632
ambulance,GB,4648627089702912
ambulance,DE,5279297407287296
ambulance,JO,4992478211997696
ambulance,HU,5581956970446848
ambulance,KR,4719374063632384
ambulance,GB,5736409581223936
ambulance,US,5172533475147776
ambulance,MK,6225451250876416
ambulance,KR,6204980648214528
ambulance,PL,5739512544100352
ambulance,CA,5332658009669632
ambulance,CH,5009939082772480
ambulance,US,5160688056008704
ambulance,HK,5105701535875072
ambulance,US,4651317349842944
ambulance,FI,5514835661946880
ambulance,US,5317711393456128
ambulance,US,5661849754271744
ambulance,EE,6099022848720896
ambulance,VN,6313205892644864
ambulance,PH,5531927161339904
ambulance,GB,6321708581519360
ambulance,CZ,6455931879555072
ambulance,VN,6299016931311616
ambulance,DE,5502651607285760
ambulance,HU,6381438159028224
ambulance,BR,4548093385113600
ambulance,US,5949897289236480
ambulance,DE,6263037587619840
ambulance,US,5145683705200640
ambulance,CA,6553168211083264
ambulance,CA,6107525692784640
ambulance,HU,5985319696465920
ambulance,US,6087838686773248
ambulance,PH,6313369080430592
ambulance,DE,5612519827701760
ambulance,SI,5541400919670784
ambulance,US,5569800317173760
angel,TH,4715000121786368
angel,US,5575041318125568
angel,US,4829580454002688
angel,BR,6108873691758592
angel,TH,6511330364227584
angel,GB,5779655388823552
angel,NO,4515914764517376
angel,FR,6219849422340096
angel,TW,5023222124773376
angel,FR,5160535186210816
angel,MX,6319623509114880
angel,US,6079988778401792
angel,SA,5613116488417280
angel,CA,6184238338539520
angel,US,5994439405207552
angel,CZ,5639542184869888
angel,US,6661050860568576
angel,US,4905122352070656
angel,US,5254585335676928
angel,US,4905104568221696
angel,US,4530063007547392
angel,US,5138841071517696
angel,IL,6454333547741184
angel,AR,4590062392049664
angel,US,4696609306705920
angel,GB,5371016446476288
angel,US,6278151040663552
angel,US,4645215342166016
angel,US,6260594753667072
angel,GB,5761773074382848
angel,DK,5084503875780608
angel,RU,5694664780808192
angel,BR,4883288806129664
angel,SE,4759228185051136
angel,US,4814174557306880
angel,US,4701611215552512
angel,US,5122797669974016
angel,US,5195638151053312
angel,FI,5355998342545408
angel,US,6724175857188864
angel,TW,5888743938457600
angel,US,5111304694005760
angel,SI,6582115619569664
angel,US,6498131208306688
angel,GB,5647012840079360
angel,US,6241721056755712
angel,US,4603081448751104
angel,HU,6276343996088320
angel,AT,6601805280575488
angel,US,5951258877755392
angel,US,5456650028711936
angel,GB,6532876050890752
angel,US,4908924471869440
angel,DE,6017667515285504
angel,US,5452777411051520
angel,GB,5502254171815936
angel,US,5699393359446016
angel,GB,4787555931258880
angel,US,5169424271147008
angel,US,6068072978841600
angel,US,5520729325961216
angel,CZ,5807191229464576
angel,BR,5306773449736192
angel,CA,4708021403910144
angel,TH,6251807435128832
angel,US,5198972253634560
angel,US,5864542179426304
angel,US,6704959020072960
angel,AE,4727017943597056
angel,US,6070763876515840
angel,US,5551981991034880
angel,HU,6729378505424896
angel,HU,6073265191649280
angel,SG,4809545354313728
angel,US,6725810092244992
angel,ID,5018053316182016
angel,US,4562936955666432
angel,US,4940993029734400
angel,US,4744810399268864
angel,TW,5932591305719808
angel,PL,6578571113922560
angel,AU,6460608310411264
angel,RU,5981413964775424
angel,US,5543047456620544
angel,SE,4726652821045248
angel,CA,6564647836581888
angel,US,5720477387456512
angel,US,5146988322488320
angel,US,5475170464563200
angel,US,5402709748350976
angel,US,5942697888055296
angel,US,5247888911237120
angel,RU,5313656789139456
angel,US,6565058647687168
angel,SA,5639100151365632
angel,US,4878289460002816
angel,AR,5948554793189376
angel,NZ,4631228282044416
angel,US,6374718326177792
angel,GU,5773829081137152
angel,US,6040005585666048
angel,US,6209455354019840
angel,BN,4580180448247808
angel,US,6123965636411392
angel,ES,4742614500769792
angel,US,6382181318393856
angel,SA,5969488983883776
angel,US,5675830359359488
angel,GB,4859109310464000
angel,DE,5505014644604928
angel,US,4535378402869248
angel,RU,4544829524541440
angel,MY,5898896972709888
angel,US,5612313161760768
angel,US,4636205104758784
angel,US,4570897245536256
angel,PH,6396050656985088
angel,US,5116688196435968
angel,HU,5585268457340928
angel,IN,4800745956179968
angel,US,6664647631437824
angel,US,4537382005112832
angel,BR,6160842666016768
angel,IN,5143296827457536
angel,CA,5630109597827072
angel,ZA,6132354512846848
angel,GB,4829425013096448
angel,DE,6517054167318528
angel,FR,6136900551180288
angel,RU,5990092013305856
angel,CZ,6675709936271360
angel,PH,6122097828954112
angel,CA,6364551215841280
angel,TH,5620806342148096
angel,ID,5504837779193856
angel,US,5934469095620608
angel,CO,6070564143759360
angel,KR,5276096025067520
angel,CA,6058712684822528
angel,US,6687275532419072
angel,CA,5161081599164416
angel,BR,4887517734109184
angel,PL,6704723346325504
angel,NZ,6573361788354560
angel,BR,4912833282179072
angel,US,4829067595481088
angel,US,5338741277196288
angel,US,6432861479501824
angel,US,6645771782848512
angel,US,6373731037347840
angel,GB,5981138965233664
angel,US,5748714108878848
angel,US,6674852284989440
angel,IN,4506975310184448
angel,KR,5416475571519488
angel,CZ,5383639678320640
angel,US,6591810249949184
angel,CA,6395800932319232
angel,US,4523140275240960
angel,GB,4730979530833920
angel,DK,6490589983932416
angel,US,4762948364926976
angel,DE,4878478119796736
angel,US,6358487946756096
angel,AU,6393393951277056
angel,US,4906560729907200
angel,FI,5683935801507840
angel,DE,6392989284827136
angel,RS,4749246567809024
angel,GB,6362680963104768
angel,AU,5675955265732608
angel,GB,4781932187484160
angel,TH,6440276841201664
angel,US,5913495163895808
angel,IN,6572511053479936
angel,MY,4925150342414336
angel,HU,4793547272224768
angel,US,5473451869470720
angel,US,5601061991612416
angel,US,5530884826464256
angel,GB,5215755425546240
angel,US,5643268333240320
angel,US,6322906910949376
angel,US,4638711671160832
angel,JP,5866825277505536
angel,GB,4926709046444032
angel,HU,4916815937404928
angel,SA,5071399964114944
angel,US,6746316229050368
angel,US,6729426723143680
angel,GB,6184360912879616
angel,US,4795381709799424
angel,KE,5871907578576896
angel,US,6211011453386752
angel,SK,4762481308205056
angel,TR,6560795653570560
angel,IT,5911312309682176
angel,PH,4721909348433920
angel,US,6049708503990272
apple,FI,4826235060355072
apple,US,5715847744061440
apple,CA,5255180373196800
apple,SK,4943499617107968
apple,DE,5891869735124992
apple,IN,5952003639345152
apple,FR,5319852027805696
apple,US,5832734188503040
apple,US,6097274193051648
apple,BR,5001225990832128
apple,US,5521084667396096
apple,CA,6064187962818560
apple,SE,4943878123683840
apple,US,6204803866689536
apple,US,6576737045446656
apple,US,4519387648229376
apple,US,6285226256891904
apple,GB,5173190777110528
apple,RU,4743002691993600
apple,RU,5664799440502784
apple,DE,5013614287126528
apple,KW,6617149969793024
apple,US,6046463190630400
apple,ID,4788046492860416
apple,BY,5037114267795456
apple,TH,5248166825820160
apple,CZ,4653971912261632
apple,US,5717743955345408
apple,MY,6442795420090368
apple,US,5269422585413632
apple,US,4959107406626816
apple,US,4914672463511552
apple,GR,5975226795950080
apple,HU,5802026598400000
apple,CZ,4956857498075136
apple,US,5544061836460032
apple,HU,4659986657443840
apple,BE,6035394703392768
apple,PK,6686833419223040
apple,RO,4730631642677248
apple,AU,5990012757737472
apple,SA,6091015754612736
apple,US,5337793452572672
apple,LV,5557645962379264
apple,US,5320872703295488
apple,GB,5534311556055040
apple,GB,5552472405835776
apple,US,5462649103974400
apple,US,6638786907734016
apple,PH,5895371341430784
apple,IN,5658548501479424
apple,VN,6422362218037248
apple,US,5601887367725056
apple,RO,5863251457867776
apple,CA,5903675660697600
apple,CH,6125566904238080
apple,PH,6696617669296128
apple,SK,4949146102398976
apple,US,5573242146258944
apple,US,5430612796112896
apple,SE,4894800761323520
apple,AR,5239274398023680
apple,US,6289400562450432
apple,GB,5433411940384768
apple,US,5989039607906304
apple,CA,6319908759535616
apple,KH,5654432815513600
apple,US,4769397191213056
apple,AU,6291987122618368
apple,AU,5136158373707776
apple,US,6725823245582336
apple,US,5394269768515584
apple,US,5597625212469248
apple,CZ,6566880900808704
apple,US,6127072244137984
apple,JE,4729971706691584
apple,NL,6159973283266560
apple,IT,5705736183087104
apple,US,5702234111213568
apple,US,5313908267024384
apple,US,4814798720073728
apple,US,6627926176956416
apple,GB,6420586848845824
apple,HK,5454613136277504
apple,CA,4716518577274880
apple,US,5377051261403136
apple,US,4822102026747904
apple,AU,5603078428426240
apple,US,6609975294033920
apple,US,5463214416461824
apple,US,5075434737762304
apple,CA,5138132246724608
apple,NZ,5760970569809920
apple,US,5732476917907456
apple,US,6367565829898240
apple,BR,4708152991809536
apple,US,6142815660670976
apple,SE,6709650613338112
apple,US,6622456557076480
apple,US,4734166279127040
apple,DE,6666435008921600
apple,SK,6122059761451008
apple,US,5959425187643392
apple,US,4901968235462656
apple,IT,4545000903802880
apple,CA,5089648843948032
apple,GB,6057516825837568
apple,ES,4816843514576896
apple,TH,6183324605218816
apple,HR,6578023409123328
apple,US,6596888344133632
apple,IN,6683078946717696
apple,AU,6346890914299904
apple,US,5202800650747904
apple,US,5229409663451136
apple,US,4659719799046144
apple,BR,5085586664718336
apple,US,6340023265787904
apple,US,6459431489372160
apple,US,4990823844282368
apple,US,6506373321850880
apple,US,4527108455923712
apple,US,5254157722189824
apple,NO,5466828228788224
apple,US,6414848978059264
apple,GB,6677925770297344
apple,US,5761405942759424
apple,FI,4664697917800448
apple,TN,5363981826916352
apple,US,5997056869007360
apple,DE,4611179135631360
apple,GB,5473477018517504
apple,KR,4836957697867776
apple,US,5165239781818368
apple,GB,4777222856507392
apple,US,5812563059146752
apple,US,5951054648705024
apple,IE,6541915317075968
apple,PL,5960567871242240
apple,BE,6101898094444544
apple,IE,4819204505075712
apple,MY,6066916038803456
apple,DE,5772605371973632
apple,US,5883813450219520
apple,SK,5312832776175616
apple,US,5245449319481344
apple,US,6510576685547520
apple,EE,6020248618663936
apple,US,6462867249299456
apple,KR,4742206759895040
apple,US,5201012228882432
apple,HU,4910053427511296
apple,US,5138266581893120
apple,US,5499313226514432
apple,HU,5995003102887936
apple,US,5499689057124352
apple,GB,5011701546090496
apple,US,5283662503346176
apple,IE,6345487869280256
apple,IN,5386044922920960
apple,US,5119344851812352
apple,CA,6004812611059712
apple,VN,4655657888251904
apple,DE,6447797161164800
apple,US,5067766874767360
apple,GB,4726580276363264
apple,ID,5988730487701504
apple,US,6277749490581504
apple,IN,4620117516222464
apple,JP,4747007614779392
apple,BA,4898406549946368
apple,TR,6451998029250560
apple,FR,5196074710990848
apple,RO,4651941126733824
apple,UA,6580416607682560
apple,DZ,5968840896806912
apple,NO,6554581725085696
apple,US,4977301760507904
apple,EE,5155795400392704
apple,US,5495999642468352
apple,SA,4730342516719616
apple,US,6209350576111616
apple,IT,6256871755218944
apple,US,4809500529786880
apple,US,4668016992190464
apple,DE,6500687770812416
apple,KR,6410898056937472
apple,US,6503631501131776
apple,US,5355006200905728
apple,BR,5403448885379072
apple,US,6093335523491840
apple,AU,6117622825353216
apple,US,5774539680120832
apple,DE,5688539469578240
apple,CA,6293119148490752
apple,JP,6633165118504960
apple,US,5154162725617664
apple,US,4791026667487232
apple,US,6512753495769088
asparagus,TH,6662364696936448
asparagus,DE,6094058919297024
asparagus,CA,5966684944859136
asparagus,US,5160376419221504
asparagus,US,6614668166561792
asparagus,US,6411953641619456
asparagus,US,6076470529097728
asparagus,CA,5861195791728640
asparagus,NL,4774704780935168
asparagus,JP,5466222617427968
asparagus,US,5438217140568064
asparagus,SE,6012712796553216
asparagus,SE,5209385066299392
asparagus,GB,5643462680510464
asparagus,JP,5948646652641280
asparagus,IT,6532633255215104
asparagus,MT,5171209832497152
asparagus,US,4574886838140928
asparagus,US,4697786685587456
asparagus,DE,6163350390046720
asparagus,FR,6115632024125440
asparagus,US,4678863676243968
asparagus,US,5305937151655936
asparagus,GB,5957855792332800
asparagus,US,4576733871210496
asparagus,US,6247592411267072
asparagus,BR,5214298915733504
asparagus,US,5077764623302656
asparagus,RU,5867597188825088
asparagus,US,5037585971806208
asparagus,PH,4857255545536512
asparagus,CA,6646263426580480
asparagus,GB,6005510044123136
asparagus,US,4788897068351488
asparagus,CA,6365164662161408
asparagus,PH,5987880478441472
asparagus,US,6655105564672000
asparagus,SE,6521425001185280
asparagus,US,6343489983873024
asparagus,KR,5177486797176832
asparagus,PL,5678062513422336
asparagus,US,5897986104098816
asparagus,US,6053224572256256
asparagus,US,4597751994122240
asparagus,RO,6369402515619840
asparagus,PK,6524174820442112
asparagus,CZ,6325242014203904
asparagus,US,6691039060426752
asparagus,US,6532512287293440
asparagus,US,6670507069931520
asparagus,TH,4859841413644288
asparagus,GB,6609691087994880
asparagus,HR,4599688995012608
asparagus,US,5566397511892992
asparagus,US,6706948642701312
asparagus,US,4573199289286656
asparagus,SE,4567178911154176
asparagus,US,5742752060932096
asparagus,CA,6565350948732928
asparagus,GB,5146589020553216
asparagus,SE,6061715370278912
asparagus,IE,6439583556304896
asparagus,CA,5558833134960640
asparagus,DE,6005380888920064
asparagus,FI,6531515921989632
asparagus,AT,4942446825832448
asparagus,NO,5158680267849728
asparagus,US,5878062900051968
asparagus,GB,6019029556789248
asparagus,IT,4866322070503424
asparagus,FR,6085221956976640
asparagus,AU,6076476870885376
asparagus,US,6743183050407936
asparagus,US,4590648168546304
asparagus,US,5798916706533376
asparagus,US,5283146436182016
asparagus,GB,5828437543485440
asparagus,ES,5805815678107648
asparagus,US,5733420976046080
asparagus,RO,6294879707594752
asparagus,AU,6440467514261504
asparagus,FR,4858129894342656
asparagus,US,4705942706847744
asparagus,TH,6114205843324928
asparagus,GB,5271061807497216
asparagus,US,6014099001442304
asparagus,US,6646499461038080
asparagus,GB,5549884574793728
asparagus,GB,5416520333131776
asparagus,HR,4905850109952000
asparagus,US,6632236193415168
asparagus,PL,6450370567995392
asparagus,RU,4693696345800704
asparagus,US,5504467053051904
asparagus,GB,5272518988398592
asparagus,BG,5649808440164352
asparagus,TR,6605475707617280
asparagus,US,4548456947384320
asparagus,US,5731869649797120
asparagus,GB,6628963696771072
asparagus,US,6308847977234432
asparagus,IT,4591422369955840
asparagus,GB,6465213823975424
asparagus,SE,5980034944729088
asparagus,FR,5112523399364608
asparagus,US,4791071911444480
asparagus,SA,5708953583353856
asparagus,FI,5697616610328576
asparagus,VN,5677430150791168
asparagus,KH,4743383614488576
asparagus,CL,6183530390355968
asparagus,TH,5915525408358400
asparagus,US,6729520604250112
asparagus,US,6361263556788224
asparagus,US,5938587365277696
asparagus,GB,4630796637831168
asparagus,JP,5873194353295360
asparagus,US,5978644079968256
asparagus,TH,5277821356212224
asparagus,US,5429874464391168
asparagus,US,6176480922959872
asparagus,US,6694276031315968
asparagus,US,4819801467781120
asparagus,US,5204842203054080
asparagus,FI,6425587113525248
asparagus,RO,6127547622359040
asparagus,GB,6596052301905920
asparagus,BR,6429971021037568
asparagus,NL,6680046628503552
asparagus,US,5435612238708736
asparagus,US,6008798776918016
asparagus,DE,5335318020489216
asparagus,ZA,6479638555525120
asparagus,US,4611895287873536
asparagus,BN,4521264817373184
asparagus,US,5946783421169664
asparagus,RU,5302530101739520
asparagus,DE,5729135546597376
asparagus,US,4836034644803584
asparagus,US,6500105832103936
asparagus,US,4798710829547520
asparagus,FI,6471574699900928
asparagus,FR,4576777198370816
asparagus,ID,6554279630340096
asparagus,BA,5870170599849984
asparagus,US,6422962410356736
asparagus,US,4503920359505920
asparagus,US,4557683375996928
asparagus,IT,6514810613137408
asparagus,BR,5683450113687552
asparagus,BG,6333862198116352
asparagus,IL,5088518827147264
asparagus,US,4614827894898688
asparagus,US,6123346762661888
asparagus,US,5188841134620672
asparagus,SK,6338398488887296
asparagus,FR,5543324523954176
asparagus,FR,4641561780420608
asparagus,US,6609761837514752
asparagus,BG,6350841898336256
asparagus,US,4963610193297408
asparagus,ZZ,6512250019905536
asparagus,NL,6384167350697984
asparagus,US,5082122383523840
asparagus,RU,6591700640202752
asparagus,JP,5134188078432256
asparagus,GB,6593917904486400
asparagus,US,6674392840929280
asparagus,US,6312441866616832
asparagus,PH,5321576406843392
asparagus,US,5282926688206848
asparagus,PH,6321868682297344
asparagus,CH,6721081689767936
asparagus,AU,4929527497097216
asparagus,JP,5211100180119552
asparagus,SK,4632269924859904
asparagus,US,5658152257191936
asparagus,AU,6203496049147904
asparagus,US,4869664335200256
asparagus,US,5322725067325440
asparagus,TR,5496937505619968
asparagus,GB,4756737791885312
asparagus,US,4781503714164736
asparagus,US,5870671932424192
asparagus,CA,6266828512821248
asparagus,BG,5709341183180800
asparagus,DE,5432716298289152
asparagus,SK,4548730126598144
asparagus,GB,5859281368776704
asparagus,GB,5226383137570816
asparagus,HU,5195078177914880
asparagus,US,4820805298946048
asparagus,SK,5414806989307904
asparagus,AU,6266218090594304
asparagus,SA,5105593876480000
asparagus,US,4982373882003456
asparagus,FR,5875681193885696
asparagus,NO,5905191779958784
asparagus,GB,4805981588422656
backpack,PH,6369654777839616
